MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,TotSF,TotBth,TotPorchSF,PoolNA,2ndFlrNA,SalePrice
60,RL,89.0,11645,NA,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,860.0,860.0,GasA,Ex,Y,SBrkr,1720,Gd,7,Typ,0,NA,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,NA,NA,8,2006,WD,Normal,1720,2.5,70,0,1,196500
60,RL,66.0,13682,NA,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1410.0,1410.0,GasA,Ex,Y,SBrkr,2945,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,NA,NA,10,2006,New,Partial,2945,3.5,229,0,1,438780
20,RL,60.0,7200,NA,Reg,Bnk,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,148.0,780.0,GasA,Ex,Y,SBrkr,780,TA,4,Typ,0,NA,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,MnPrv,NA,1,2008,WD,Normal,780,1.0,196,0,0,124900
20,RL,63.0,13072,NA,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,Gd,5,Typ,0,NA,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,NA,NA,5,2006,New,Partial,1158,2.5,50,0,0,158000
75,RM,60.0,7200,NA,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530.0,530.0,GasA,TA,N,SBrkr,1111,Fa,6,Typ,0,NA,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,NA,NA,3,2007,WD,Normal,1111,1.0,144,0,1,101000
120,RL,44.0,6442,NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,NA,NA,10,2007,WD,Normal,1370,2.0,169,0,0,202500
70,RM,50.0,10300,NA,IR1,Bnk,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,576.0,576.0,GasA,Gd,Y,SBrkr,1710,TA,9,Typ,0,NA,Detchd,1990.0,Unf,2.0,480.0,TA,TA,Y,GdPrv,NA,4,2010,WD,Normal,1710,2.0,87,0,1,140000
60,RL,70.0,9375,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,318.0,1057.0,GasA,Ex,Y,SBrkr,2034,Gd,8,Typ,0,NA,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,GdPrv,NA,2,2009,WD,Normal,2034,3.5,612,0,1,219500
60,RL,76.0,9591,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1143.0,1143.0,GasA,Ex,Y,SBrkr,2473,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3.0,852.0,TA,TA,Y,NA,NA,10,2007,WD,Normal,2473,2.5,343,0,1,317000
20,RL,73.0,19900,NA,Reg,Lvl,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1035.0,1947.0,GasA,TA,Y,SBrkr,2207,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2.0,576.0,TA,TA,Y,NA,NA,7,2010,WD,Normal,2207,3.0,301,0,0,180000
20,RL,72.0,10665,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,440.0,1453.0,GasA,Ex,Y,SBrkr,1479,Gd,7,Typ,0,NA,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,NA,NA,6,2007,WD,Normal,1479,3.0,173,0,0,226000
30,RM,47.0,4608,NA,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747.0,747.0,GasA,TA,Y,SBrkr,747,TA,4,Typ,0,NA,Attchd,1945.0,Unf,1.0,220.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,747,1.0,0,0,0,80000
50,RL,81.0,15593,NA,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,701.0,1304.0,GasW,TA,Y,SBrkr,2287,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2.0,667.0,TA,TA,Y,NA,NA,7,2006,WD,Normal,2287,2.0,135,0,1,225000
20,RL,95.0,13651,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,343.0,2223.0,GasA,Ex,Y,SBrkr,2223,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2.0,516.0,TA,TA,Y,NA,NA,2,2007,WD,Normal,2223,3.0,300,0,0,244000
20,RL,69.0,7599,NA,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,280.0,845.0,GasA,TA,Y,SBrkr,845,TA,4,Typ,0,NA,Detchd,1987.0,Unf,2.0,360.0,TA,TA,Y,NA,NA,6,2007,WD,Normal,845,2.0,0,0,0,129500
60,RL,74.0,10141,NA,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,832.0,832.0,GasA,Gd,Y,SBrkr,1718,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,NA,NA,12,2009,WD,Normal,1718,2.5,385,0,1,185000
20,RL,85.0,10200,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,404.0,1086.0,GasA,Gd,Y,SBrkr,1086,TA,6,Typ,0,NA,Attchd,1989.0,Unf,2.0,490.0,TA,TA,Y,GdWo,NA,5,2010,WD,Normal,1086,2.0,0,0,0,144900
50,RM,60.0,5790,NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840.0,840.0,GasA,Gd,N,SBrkr,1605,TA,8,Typ,0,NA,Detchd,1915.0,Unf,1.0,379.0,TA,TA,Y,NA,NA,5,2010,WD,Normal,1605,2.0,202,0,1,107400
180,RM,21.0,1596,NA,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0.0,462.0,GasA,TA,Y,SBrkr,988,TA,5,Typ,0,NA,BuiltIn,1973.0,Unf,1.0,297.0,TA,TA,Y,GdWo,NA,11,2009,WD,Normal,988,2.0,221,0,1,91000
20,RL,73.0,8475,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,724.0,952.0,GasA,Ex,Y,FuseA,952,TA,4,Typ,0,NA,Detchd,1956.0,Unf,1.0,283.0,TA,TA,Y,NA,NA,4,2008,WD,Normal,952,1.0,0,0,0,135750
50,RM,50.0,8635,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,295.0,672.0,GasA,TA,Y,SBrkr,1285,TA,6,Min1,0,NA,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,MnPrv,NA,1,2008,WD,Normal,1285,2.0,0,0,1,127000
90,RL,72.0,10778,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1768.0,1768.0,GasA,TA,N,SBrkr,1768,TA,8,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,4,2010,WD,Normal,1768,2.0,0,0,0,136500
50,RM,60.0,10440,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,440.0,440.0,GasA,Gd,Y,SBrkr,1230,TA,5,Typ,0,NA,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,MnPrv,NA,5,2009,WD,Normal,1230,1.5,202,0,1,110000
60,RL,100.0,13000,NA,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,448.0,896.0,GasA,TA,Y,SBrkr,2142,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1.0,509.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,2142,2.5,324,0,1,193500
120,RM,32.0,4500,NA,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,36.0,1237.0,GasA,Ex,Y,SBrkr,1337,TA,5,Typ,0,NA,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,NA,NA,3,2006,WD,Normal,1337,3.0,199,0,0,153500
20,RL,78.0,10206,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,NA,NA,10,2008,WD,Normal,1563,2.0,243,0,0,245000
20,RL,80.0,8892,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1065.0,1065.0,GasA,Gd,Y,SBrkr,1065,TA,6,Typ,0,NA,Detchd,1974.0,Unf,2.0,461.0,TA,TA,Y,NA,NA,7,2007,COD,Normal,1065,1.5,74,0,0,126500
80,RL,64.0,8530,NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384.0,384.0,GasA,Gd,Y,SBrkr,1474,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,Y,NA,Shed,5,2009,WD,Normal,1474,2.5,192,0,1,168500
60,RL,121.0,16059,NA,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1288.0,1288.0,GasA,Ex,Y,SBrkr,2417,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,NA,NA,4,2006,WD,Normal,2417,2.5,209,0,1,260000
60,RL,122.0,11911,NA,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,684.0,684.0,GasA,Ex,Y,SBrkr,1560,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2.0,400.0,TA,TA,Y,NA,NA,3,2009,WD,Normal,1560,2.5,138,0,1,174000
160,FV,40.0,3951,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,612.0,612.0,GasA,Ex,Y,SBrkr,1224,Gd,4,Typ,0,NA,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,NA,NA,6,2009,New,Partial,1224,2.5,234,0,1,164500
50,C (all),105.0,8470,NA,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,1013.0,1013.0,GasA,TA,N,SBrkr,1526,Fa,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,MnPrv,NA,10,2009,ConLD,Abnorml,1013,1.0,156,0,0,85000
20,RL,60.0,8070,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,402.0,990.0,GasA,Ex,Y,SBrkr,990,TA,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,8,2007,WD,Normal,990,2.0,0,0,0,123600
20,RL,60.0,7200,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,0.0,GasA,TA,Y,FuseA,1040,TA,4,Typ,0,NA,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,NA,NA,7,2006,WD,Normal,1040,1.0,29,0,0,109900
20,RL,85.0,8500,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,635.0,1235.0,GasA,TA,Y,SBrkr,1235,TA,6,Typ,0,NA,Attchd,1961.0,Unf,2.0,480.0,TA,TA,Y,GdWo,NA,12,2006,WD,Abnorml,1235,1.0,0,0,0,98600
30,RL,80.0,13360,Grvl,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,163.0,876.0,GasA,Ex,Y,SBrkr,964,TA,5,Typ,0,NA,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,NA,NA,8,2009,WD,Normal,964,2.0,44,0,0,163500
190,C (all),60.0,7200,NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,168.0,1214.0,GasW,Ex,N,SBrkr,2291,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2.0,506.0,TA,TA,Y,NA,NA,11,2007,WD,Normal,2291,2.5,99,0,1,133900
60,RL,69.0,9337,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,176.0,824.0,GasA,Ex,Y,SBrkr,1786,Gd,7,Typ,0,NA,Attchd,1997.0,RFn,2.0,684.0,TA,TA,Y,NA,NA,5,2007,WD,Normal,1786,3.5,162,0,1,204750
60,RL,64.0,9765,NA,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,370.0,680.0,GasA,Gd,Y,SBrkr,1470,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2.0,420.0,TA,TA,Y,NA,Shed,4,2009,WD,Normal,1470,2.5,295,0,1,185000
20,RL,78.0,10264,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,Gd,6,Typ,0,NA,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,NA,NA,8,2006,WD,Normal,1588,2.0,187,0,0,214000
20,RL,73.0,10921,NA,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,440.0,960.0,GasA,TA,Y,FuseF,960,TA,6,Typ,0,NA,Attchd,1965.0,Fin,1.0,432.0,TA,TA,P,NA,NA,5,2007,WD,Normal,960,2.0,120,0,0,94750
30,RL,85.0,10625,NA,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,350.0,458.0,GasA,Fa,N,SBrkr,835,TA,5,Typ,0,NA,Basment,1920.0,Unf,1.0,366.0,Fa,TA,Y,NA,Shed,5,2010,COD,Abnorml,835,1.0,77,0,0,83000
20,RL,77.0,9320,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,381.0,950.0,GasA,Fa,Y,SBrkr,1225,TA,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,Shed,1,2010,WD,Normal,1225,2.5,352,0,0,128950
20,RL,80.0,10603,NA,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,410.0,1610.0,GasA,Gd,Y,SBrkr,1610,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2.0,480.0,TA,TA,Y,NA,NA,2,2010,WD,Normal,1610,3.0,236,0,0,205000
60,RL,77.0,9206,NA,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,741.0,741.0,GasA,TA,Y,SBrkr,1732,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2.0,476.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,1732,2.5,238,0,1,178000
90,RL,64.0,7018,NA,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,NA,NA,NA,NA,NA,0.0,0.0,GasA,TA,Y,SBrkr,1535,TA,8,Typ,0,NA,Attchd,1979.0,Unf,2.0,410.0,TA,TA,Y,NA,NA,6,2009,WD,Alloca,1535,2.0,0,0,0,118964
20,RL,94.0,10402,NA,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1226.0,1226.0,GasA,Ex,Y,SBrkr,1226,Gd,6,Typ,0,NA,Attchd,2009.0,RFn,3.0,740.0,TA,TA,Y,NA,NA,5,2010,WD,Normal,1226,2.0,36,0,0,198900
50,RM,60.0,7758,NA,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,816.0,1040.0,GasA,Ex,Y,FuseF,1818,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1.0,240.0,TA,TA,Y,NA,NA,6,2007,WD,Normal,1818,1.5,184,0,1,169500
60,FV,75.0,9375,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1053.0,1053.0,GasA,Ex,Y,SBrkr,1992,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2.0,648.0,TA,TA,Y,NA,NA,8,2008,WD,Normal,1992,2.5,185,0,1,250000
30,RM,60.0,10800,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,641.0,641.0,GasA,Gd,Y,SBrkr,1047,TA,6,Typ,0,NA,Detchd,1954.0,Unf,1.0,273.0,Fa,Fa,N,NA,Shed,8,2007,WD,Normal,1047,1.0,0,0,0,100000
20,RM,50.0,6000,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,516.0,789.0,GasA,Ex,Y,SBrkr,789,TA,5,Typ,0,NA,Detchd,1948.0,Unf,1.0,250.0,TA,TA,Y,NA,NA,4,2008,WD,Partial,789,1.0,0,0,0,115000
50,RM,85.0,8500,NA,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,793.0,793.0,GasW,TA,N,FuseF,1517,Fa,7,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,NA,NA,8,2007,WD,Normal,1517,2.0,144,0,1,115000
20,RL,105.0,11751,NA,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1139.0,1844.0,GasA,Ex,Y,SBrkr,1844,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2.0,546.0,TA,TA,Y,MnPrv,NA,1,2010,COD,Normal,1844,2.0,122,0,0,190000
50,RL,75.0,9525,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,550.0,994.0,GasA,Gd,Y,SBrkr,1855,TA,7,Typ,0,NA,Attchd,1954.0,Unf,1.0,325.0,TA,TA,Y,NA,NA,10,2006,WD,Normal,1855,2.0,182,0,1,136900
80,RL,64.0,7750,NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,134.0,384.0,GasA,Ex,Y,SBrkr,1430,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,400.0,TA,TA,Y,NA,NA,4,2010,WD,Normal,1430,2.5,180,0,1,180000
60,RL,77.0,9965,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,280.0,1264.0,GasA,Ex,Y,SBrkr,2696,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,792.0,TA,TA,Y,NA,NA,10,2007,New,Partial,2696,3.5,472,0,1,383970
20,RL,70.0,21000,NA,Reg,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,905.0,1809.0,GasA,TA,Y,SBrkr,2259,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,2.0,450.0,TA,TA,Y,MnPrv,NA,10,2007,COD,Abnorml,2259,3.0,478,0,0,217000
70,RL,61.0,7259,NA,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,104.0,1028.0,GasA,Ex,Y,SBrkr,2320,Gd,9,Typ,1,TA,Detchd,1945.0,Unf,1.0,180.0,TA,TA,Y,MnPrv,NA,7,2007,WD,Normal,2320,3.5,224,0,1,259500
